Pedestal Latitude (deg):  ,32.70326358,,,,,,,,,,,,
Pedestal Longitude (deg): ,-117.2549643,,,,,,,,,,,,
Pedestal Height (m):      ,121.1730672,,,,,,,,,,,,
Date(mm dd yy),Time(hh mm ss.fsec,Latitude(deg),Longitude(deg),GPSAlt(m),GPSHdg(deg),Tgt Aspect(deg),Range(NMi),Azimuth(deg),Elevation(deg),Tgt Command Alt(m),,,
03 06 98,08 58 18.000188604,32.7714109,-117.2552732,102,267.1,92.53,4.1035,179.63,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 19.000201888,32.77140951,-117.2552201,102,267.2,92.47,4.1034,179.67,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 20.000215179,32.77140506,-117.2551618,96,269.5,90.21,4.1032,179.71,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 21.000228473,32.77140506,-117.2551087,95,268,91.75,4.1031,179.75,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 22.000241756,32.77140618,-117.255049,94,267.3,92.49,4.1032,179.79,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 23.000255049,32.77141729,-117.2549851,94,261.7,98.14,4.1039,179.84,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 24.000268334,32.77142006,-117.2549323,100,264.5,95.37,4.104,179.87,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 25.000281619,32.77142173,-117.2548715,96,263.7,96.22,4.1041,179.92,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 26.000294908,32.77142506,-117.2548104,92,263.7,96.26,4.1043,179.96,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 27.000308192,32.77142673,-117.2547548,100,264.1,95.9,4.1044,180,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 28.000321475,32.77142312,-117.2546971,101,267.5,92.54,4.1042,180.04,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 29.000334765,32.77142034,-117.2546396,98,267.2,92.88,4.104,180.08,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 30.000348056,32.7714259,-117.2545807,94,264.3,95.82,4.1044,180.12,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 31.000361344,32.77142701,-117.2545243,93,266,94.16,4.1044,180.16,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 32.000374636,32.77142479,-117.2544673,90,267,93.2,4.1043,180.2,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 33.000387924,32.77142562,-117.2544126,88,265.8,94.44,4.1044,180.24,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 34.000401204,32.77142868,-117.2543576,87,264.8,95.48,4.1046,180.28,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 35.000414488,32.77142812,-117.2543004,84,266.5,93.82,4.1046,180.32,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 36.000427769,32.77142618,-117.2542434,85,266.8,93.56,4.1045,180.36,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 37.000441056,32.77142284,-117.2541807,88,268.8,91.61,4.1043,180.41,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 38.000454340,32.77142256,-117.2541184,92,267.1,93.35,4.1043,180.45,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 39.000467632,32.77142479,-117.2540548,91,266.6,93.9,4.1044,180.5,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 40.000480917,32.77142562,-117.2539934,91,266.7,93.84,4.1045,180.54,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 41.000494208,32.77142506,-117.2539334,91,267,93.58,4.1045,180.58,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 42.000507502,32.77142534,-117.2538765,90,266.8,93.82,4.1046,180.62,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 43.000520794,32.77142784,-117.2538221,91,265.6,95.06,4.1047,180.66,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 44.000534088,32.77143229,-117.2537571,90,264.8,95.91,4.105,180.71,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 45.000547385,32.77143979,-117.2536923,88,262.7,98.05,4.1055,180.75,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 46.000560677,32.77144423,-117.2536376,90,262.5,98.29,4.1058,180.79,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 47.000573963,32.77144868,-117.2535762,87,262.7,98.14,4.1062,180.84,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 48.000587257,32.77143756,-117.2535279,85,270.3,90.57,4.1055,180.87,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 49.000600542,32.77143284,-117.2534743,86,268.5,92.41,4.1053,180.91,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 50.000613832,32.77143673,-117.2534146,81,266.2,94.75,4.1056,180.95,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 51.000627120,32.77144034,-117.2533512,78,265.7,95.3,4.1058,181,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 52.000640406,32.77144423,-117.2532798,84,265.1,95.95,4.1061,181.05,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 53.000653698,32.7714484,-117.2532226,89,264.1,96.99,4.1064,181.09,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 54.000666995,32.77145062,-117.2531593,87,265.1,96.03,4.1066,181.13,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 55.000680289,32.7714534,-117.2531037,83,264,97.17,4.1069,181.17,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 56.000693580,32.77145756,-117.2530476,82,263.6,97.61,4.1072,181.21,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 57.000706874,32.77145701,-117.2529818,76,265.7,95.56,4.1072,181.26,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 58.000720168,32.77146034,-117.2529193,70,264.1,97.2,4.1075,181.3,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 58 59.000733459,32.77146562,-117.2528648,75,262.9,98.44,4.1079,181.34,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 00.000746751,32.77146812,-117.2528057,75,264.2,97.18,4.1081,181.38,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 01.000760036,32.77147395,-117.2527443,69,262.2,99.23,4.1085,181.43,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 02.000773329,32.77147506,-117.2526907,74,264.3,97.16,4.1086,181.46,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 03.000786615,32.77147506,-117.2526384,78,264.4,97.1,4.1087,181.5,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 04.000799895,32.77147951,-117.2525715,73,263.5,98.05,4.1091,181.55,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 05.000813183,32.77147868,-117.2525184,73,265.9,95.69,4.1091,181.59,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 06.000826468,32.77147701,-117.2524712,78,265.5,96.12,4.1091,181.62,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 07.000839754,32.77147979,-117.252409,71,265.2,96.46,4.1093,181.66,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 08.000853042,32.77148256,-117.2523534,67,264.5,97.2,4.1096,181.7,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 09.000866334,32.7714834,-117.2523023,69,265.1,96.64,4.1097,181.74,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 10.000879622,32.77148506,-117.2522432,66,264.9,96.88,4.1099,181.78,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 11.000892909,32.7714834,-117.2521865,61,266.7,95.12,4.1099,181.82,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 12.000906196,32.7714834,-117.2521321,62,266.1,95.76,4.11,181.86,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 13.000919490,32.7714884,-117.2520751,63,264.4,97.5,4.1103,181.9,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 14.000932775,32.77149395,-117.2520212,60,263.1,98.84,4.1108,181.94,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 15.000946065,32.77149951,-117.2519746,63,261.4,100.57,4.1112,181.97,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 16.000959349,32.77150201,-117.2519168,62,263.5,98.51,4.1114,182.01,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 17.000972643,32.77150229,-117.2518618,56,264.2,97.85,4.1116,182.05,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 18.000985928,32.7715059,-117.2518112,56,263.5,98.59,4.1119,182.09,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 19.000999217,32.77150923,-117.2517509,58,263.7,98.43,4.1122,182.13,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 20.000012495,32.77151256,-117.2516954,56,263.1,99.07,4.1125,182.17,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 21.000025773,32.77151701,-117.2516407,58,262.4,99.81,4.1129,182.21,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 22.000039060,32.77151923,-117.2515807,63,263.9,98.35,4.1131,182.25,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 23.000052350,32.77152173,-117.2515248,57,263.7,98.59,4.1134,182.29,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 24.000065641,32.77152534,-117.2514682,53,263.1,99.23,4.1137,182.33,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 25.000078937,32.7715284,-117.2514087,56,263.8,98.57,4.114,182.37,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 26.000092218,32.77153229,-117.2513487,55,263.3,99.11,4.1144,182.41,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 27.000105508,32.77153451,-117.2512898,55,264,98.46,4.1146,182.46,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 28.000118797,32.77153868,-117.2512307,59,263.2,99.3,4.115,182.5,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 29.000132085,32.77154423,-117.2511687,66,262.4,100.14,4.1155,182.54,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 30.000145375,32.77154618,-117.251109,66,264.4,98.18,4.1157,182.58,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 31.000158661,32.77154201,-117.2510484,69,267.1,95.53,4.1156,182.63,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 32.000171949,32.77154229,-117.2509904,67,266,96.67,4.1158,182.67,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 33.000185236,32.77154173,-117.2509321,70,267.5,95.21,4.1159,182.71,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 34.000198519,32.77154034,-117.2508698,76,267.6,95.15,4.1159,182.75,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 35.000211797,32.77154006,-117.2508082,78,267.5,95.3,4.1161,182.8,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 36.000225082,32.77154312,-117.2507482,82,266.3,96.54,4.1164,182.84,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 37.000238361,32.77155006,-117.2506871,82,263.5,99.38,4.117,182.88,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 38.000251645,32.77155534,-117.2506243,83,263.5,99.43,4.1174,182.93,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 39.000264930,32.77155673,-117.2505659,80,264.3,98.67,4.1177,182.97,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 40.000278215,32.7715559,-117.2505034,81,265.9,97.11,4.1178,183.01,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 41.000291497,32.77156034,-117.2504382,89,264.1,98.96,4.1182,183.06,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 42.000304781,32.77156256,-117.2503801,92,265.1,98,4.1185,183.1,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 43.000318061,32.77157256,-117.2502587,119,263.5,99.68,4.1195,183.18,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 44.000331347,32.77158256,-117.2501607,138,263,100.25,4.1203,183.25,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 45.000344631,32.77158451,-117.2501234,131,263.1,100.18,4.1206,183.28,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 46.000357916,32.77158312,-117.2500707,119,265,98.32,4.1206,183.32,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 47.000371197,32.77158201,-117.2500184,111,265.9,97.45,4.1207,183.35,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 48.000384482,32.77158368,-117.249964,115,265.4,97.99,4.121,183.39,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 49.000397760,32.77158868,-117.2499059,115,264.3,99.13,4.1214,183.43,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 50.000411041,32.77159368,-117.2498373,116,264,99.48,4.122,183.48,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 51.000424324,32.7715959,-117.2497759,117,265,98.52,4.1223,183.52,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 52.000437604,32.77159618,-117.2497107,112,266,97.57,4.1225,183.57,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 53.000450884,32.7715984,-117.2496598,110,264.8,98.8,4.1228,183.6,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 54.000464166,32.77159284,-117.2496115,112,269.4,94.24,4.1226,183.64,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 55.000477447,32.77159034,-117.2495529,113,268.4,95.28,4.1227,183.68,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 56.000490723,32.77159951,-117.2494993,106,263.6,100.12,4.1234,183.72,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 57.000504007,32.77160729,-117.2494412,105,263.2,100.56,4.124,183.76,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 58.000517288,32.77161006,-117.2493768,116,264.4,99.4,4.1244,183.8,-0.31,0,,-0.067907593,0.013370556
03 06 98,08 59 59.000530576,32.77161062,-117.2493179,124,265.3,98.54,4.1246,183.84,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 00.000543853,32.77161562,-117.2492601,122,263.8,100.09,4.1251,183.89,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 01.000557134,32.77161618,-117.249199,121,265.9,98.03,4.1254,183.93,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 02.000570421,32.77161618,-117.2491371,120,266.1,97.87,4.1256,183.97,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 03.000583697,32.77161812,-117.2490704,122,266.1,97.92,4.1259,184.02,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 04.000596984,32.77162201,-117.2490073,118,265.6,98.46,4.1264,184.06,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 05.000610270,32.77162562,-117.2489479,117,265.1,99,4.1268,184.1,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 06.000623552,32.77162979,-117.2488871,115,265.1,99.05,4.1273,184.15,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 07.000636841,32.77163034,-117.2488262,113,266.5,97.69,4.1276,184.19,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 08.000650125,32.77163062,-117.2487696,114,266.6,97.63,4.1278,184.23,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 09.000663410,32.77163423,-117.2487076,117,265.4,98.87,4.1282,184.27,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 10.000676694,32.7716359,-117.2486507,109,266.3,98.01,4.1285,184.31,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 11.000689981,32.77163729,-117.2485946,108,266.4,97.95,4.1288,184.35,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 12.000703266,32.77163951,-117.248539,111,265.9,98.49,4.1292,184.39,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 13.000716554,32.77164145,-117.2484798,111,266.3,98.13,4.1295,184.43,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 14.000729838,32.77164534,-117.2484123,108,265.6,98.88,4.13,184.48,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 15.000743124,32.77165118,-117.2483476,107,264.5,100.03,4.1306,184.53,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 16.000756408,32.77165645,-117.2482901,107,264.4,100.17,4.1312,184.57,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 17.000769686,32.77165729,-117.248224,106,266,98.61,4.1315,184.61,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 18.000782963,32.77165923,-117.2481657,101,265.7,98.95,4.1319,184.65,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 19.000796243,32.77166312,-117.2481143,104,265.2,99.49,4.1323,184.69,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 20.000809519,32.77166506,-117.2480512,100,265.9,98.83,4.1327,184.73,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 21.000822802,32.77166645,-117.2479929,95,266.4,98.37,4.133,184.77,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 22.000836083,32.77167229,-117.2479421,103,264.3,100.51,4.1336,184.81,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 23.000849367,32.7716759,-117.2478826,106,265.2,99.65,4.134,184.85,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 24.000862644,32.77167673,-117.2478248,103,266.3,98.59,4.1343,184.89,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 25.000875931,32.77167812,-117.2477743,107,266,98.93,4.1346,184.93,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 26.000889209,32.77168006,-117.2477184,108,266.6,98.37,4.135,184.97,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 27.000902494,32.77168506,-117.2476507,107,265.2,99.81,4.1356,185.01,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 28.000915776,32.77169479,-117.2475904,107,262.9,102.15,4.1364,185.05,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 29.000929050,32.77169868,-117.2475337,111,264.3,100.79,4.1369,185.09,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 30.000942331,32.77170173,-117.2474732,107,264.3,100.84,4.1374,185.14,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 31.000955604,32.77170201,-117.2474187,108,266.4,98.77,4.1376,185.17,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 32.000968882,32.77170229,-117.2473665,109,266.6,98.61,4.1379,185.21,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 33.000982161,32.77170756,-117.2473032,105,265.2,100.05,4.1385,185.25,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 34.000995445,32.77171062,-117.2472434,105,265.8,99.5,4.139,185.3,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 35.000008728,32.77171145,-117.2471887,108,266.6,98.73,4.1393,185.33,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 36.000022004,32.77171284,-117.2471265,103,266.8,98.58,4.1396,185.38,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 37.000035287,32.77171562,-117.2470718,102,265.9,99.52,4.1401,185.42,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 38.000048563,32.77171812,-117.2470193,100,266.7,98.75,4.1405,185.45,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 39.000061844,32.77171812,-117.2469671,97,267.6,97.89,4.1407,185.49,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 40.000075129,32.7717184,-117.2469082,94,267.4,98.13,4.141,185.53,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 41.000088411,32.77172173,-117.2468498,88,266.6,98.97,4.1415,185.57,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 42.000101695,32.77172618,-117.2467971,81,265.8,99.81,4.142,185.61,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 43.000114987,32.77172979,-117.246739,81,265.6,100.05,4.1425,185.65,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 44.000128268,32.77173062,-117.2466893,77,266.8,98.88,4.1428,185.68,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 45.000141555,32.77173173,-117.2466329,77,266.8,98.92,4.1432,185.72,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 46.000154841,32.77173534,-117.2465743,77,266.1,99.66,4.1437,185.76,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 47.000168123,32.77172145,-117.2464987,84,274.5,91.32,4.1432,185.82,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 48.000181404,32.77171618,-117.2464398,85,273.2,92.66,4.1432,185.86,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 49.000194686,32.77171868,-117.2463851,86,272.2,93.7,4.1437,185.9,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 50.000207963,32.7717184,-117.2463243,87,271.5,94.44,4.144,185.94,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 51.000221242,32.77172062,-117.2462679,86,269.6,96.38,4.1444,185.98,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 52.000234525,32.77172506,-117.2462101,83,267.9,98.12,4.145,186.02,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 53.000247807,32.77172645,-117.2461546,81,268.8,97.26,4.1453,186.06,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 54.000261087,32.7717259,-117.2460959,78,269,97.1,4.1456,186.1,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 55.000274368,32.77173118,-117.2460437,71,266.3,99.83,4.1462,186.13,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 56.000287648,32.77173006,-117.2459932,70,269.2,96.97,4.1464,186.17,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 57.000300928,32.77172562,-117.2459354,66,270.8,95.41,4.1465,186.21,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 58.000314213,32.77172701,-117.2458762,65,269.2,97.05,4.1469,186.25,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 00 59.000327494,32.7717284,-117.2458168,64,269.3,96.99,4.1473,186.29,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 00.000340776,32.77172868,-117.2457559,59,269.3,97.04,4.1476,186.34,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 01.000354056,32.77172951,-117.2457021,58,269.3,97.07,4.148,186.37,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 02.000367340,32.7717309,-117.2456398,57,269,97.42,4.1484,186.42,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 03.000380622,32.77173784,-117.2455779,49,266.2,100.26,4.1492,186.46,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 04.000393911,32.7717434,-117.2455187,51,266.4,100.1,4.1498,186.5,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 05.000407200,32.77174173,-117.245459,50,268.6,97.94,4.1501,186.54,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 06.000420486,32.77173951,-117.2454029,46,269.6,96.98,4.1503,186.58,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 07.000433775,32.77174006,-117.2453432,41,269,97.62,4.1507,186.62,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 08.000447067,32.77174451,-117.2452876,38,267.7,98.96,4.1512,186.66,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 09.000460347,32.77174868,-117.2452279,40,267.5,99.2,4.1518,186.7,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 10.000473637,32.77175118,-117.245169,40,267.5,99.24,4.1523,186.74,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 11.000486916,32.7717559,-117.2451162,42,266.3,100.48,4.1529,186.78,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 12.000500198,32.77176006,-117.2450604,41,266.3,100.52,4.1535,186.82,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 13.000513482,32.77176229,-117.2450037,37,266.9,99.96,4.154,186.86,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 14.000526763,32.77176368,-117.2449476,37,267.4,99.5,4.1544,186.9,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 15.000540053,32.77176673,-117.2448873,32,267.3,99.64,4.155,186.94,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 16.000553337,32.77176951,-117.2448298,31,267.6,99.38,4.1555,186.98,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 17.000566624,32.77177229,-117.2447704,32,267.4,99.62,4.156,187.02,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 18.000579910,32.77177479,-117.244709,29,267.8,99.26,4.1565,187.06,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 19.000593189,32.7717784,-117.2446548,33,267,100.1,4.1571,187.1,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 20.000606467,32.7717809,-117.2445984,35,267.6,99.54,4.1576,187.14,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 21.000619745,32.77178284,-117.2445315,32,267.9,99.28,4.1581,187.18,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 22.000633022,32.77178645,-117.2444751,31,267.3,99.92,4.1587,187.22,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 23.000646310,32.77178479,-117.2444198,23,269.5,97.76,4.1589,187.26,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 24.000659595,32.77178256,-117.2443604,24,271,96.3,4.1592,187.3,-0.31,0,,-0.067907593,0.013370556
03 06 98,09 01 25.000672872,32.77178562,-117.2443057,27,268.7,98.64,4.1597,187.34,-0.31,0,,-0.067907593,0.013370556
